PC1,PC3,SN
0.44093288551312376,-0.2954127632049105,15dtg
1.6799151683512665,-0.15338782747750854,sn2004fe
4.574494894480775,-1.891072634442296,sn1983N
2.4532173416383545,-1.0728727330915686,sn2009jf
3.599788626397323,-1.1393856868798664,sn2007ag
3.5208046885596924,-1.8100346102893186,sn2004dk
-0.5444635856003817,-0.3471835507362421,sn2009bb
3.9521609697351554,-0.6340104555595679,sn2016gkg
4.267459278518515,-1.7223026168408173,sn2006ep
3.4053205184236166,-2.026394870909934,sn2008D
2.7501697242859544,-1.6302336712313203,sn2011ei
1.0087370013410837,-1.014499674136225,sn2007uy
4.593354784818695,1.8337712805700948,sn2006T
-0.2513869136048065,-0.388194601021771,sn2012ap
4.602917646033254,0.11004415526599481,sn1990U
0.9400996086439799,-0.4014528897964019,sn2002ap
4.912554180586666,-1.4486507746699901,sn2005hg
2.499254807111863,-0.4907307864230277,sn2005bf
2.8715946883386962,-0.7257503501543632,sn1990B
1.2599548942693635,-1.4519995957469107,sn1990I
3.5959164902188485,-1.9018825806239164,sn1999dn
-0.3989162058188469,-0.22660677595482992,sn1998bw
2.0088726569937854,-0.5625980776101719,17ein
5.0215425079186735,0.774423104038751,sn2012P
2.8965395770540296,-2.6249790355877787,sn1998dt
2.210977511783466,0.8900807983011816,sn2013df
-0.2154158401268772,-0.08014407611603741,sn2010bh
0.8964831807769297,-0.2449366389402713,sn2004aw
4.18277648218448,0.18059501546220474,11hs
0.5553685960240303,0.021995258437836753,sn2004ge
4.551530900920202,-0.9098477077531715,sn2008ax
-0.23019548017647098,-0.007004287959151728,sn2007bg
2.8649762066492745,-1.493741711137393,sn1994I
0.541272392274617,-0.5691035130381215,16coi
-0.49758233938294827,-0.2117254519520773,sn2006aj
2.5108654477679786,0.05562661851574813,sn2005mf
2.6896299866691544,0.5288782938900622,sn2006el
4.002753061920089,-1.0562793040411285,sn2004gv
-0.39071940738117683,-0.38239970847610166,sn2013dx
5.359842007113164,1.912721541437369,sn2011dh
0.5095589622487828,-0.39217921336130807,sn1997ef
3.1379710371340743,-0.11816601399761723,sn2007gr
2.120051930222191,1.2727943999787685,sn2003bg
1.4034841117840415,0.4324698146357569,sn2005ek
-0.9069945203974551,-0.6559215693201161,sn2007ru
3.5835736971018544,-1.1534025619405868,sn2007C
2.2421191772933433,-2.5981620530564355,sn1999ex
4.846590194721401,-1.6382474267265814,sn2009iz
5.020857224374065,0.221576077020178,10as
5.019744721615423,-0.46557013956866217,sn2007Y
2.422159578655373,-0.09199356527898506,13ge
2.9046784106142636,1.850088439173556,sn1996cb
-0.3110186416595204,-0.5284534714204508,sn2003dh
4.507379462992507,1.1560424054997298,sn2009mg
-0.9587994165999187,-0.4880360883977748,sn2003lw
3.0412484773492663,1.754218224627289,sn1993J
